Gene	Cell Type
REM1	Pericytes
ASPN	Pericytes
CYGB	Pericytes
FABP4	Pericytes
VTN	Pericytes
STEAP4	Pericytes
NDUFA4L2	Pericytes
SLC38A11	Pericytes
ATP13A5	Pericytes
AOC3	Pericytes
ANGPT2	Pericytes
INPP4B	Pericytes
GPIHBP1	Pericytes
VIM	Pericytes
PTH1R	Pericytes
IFITM1	Pericytes
TBX18	Pericytes
NT5E	Pericytes
MFGE8	Pericytes
ALPL	Pericytes
COL1A1	Pericytes
MYO1B	Pericytes
COG7	Pericytes
P2RY14	Pericytes
HEYL	Pericytes
GNB4	Pericytes
MSX1	Pericytes
CTGF	Pericytes
SAT2	Peritubular myoid cells
LAMC3	Peritubular myoid cells
APOA1	Peritubular myoid cells
MYLIP	Peritubular myoid cells
TMEM98	Peritubular myoid cells
CYP1B1	Peritubular myoid cells
KCNMB1	Peritubular myoid cells
RARRES2	Peritubular myoid cells
GSTM3	Peritubular myoid cells
RNASE1	Peritubular myoid cells
CILP	Peritubular myoid cells
RASD1	Peritubular myoid cells
ALDH1A3	Peritubular myoid cells
INTS6	Peritubular myoid cells
EPHX1	Peritubular myoid cells
OSR2	Peritubular myoid cells
C7	Peritubular myoid cells
COL15A1	Peritubular myoid cells
LAMB2	Peritubular myoid cells
MYH11	Peritubular myoid cells
TPM1	Peritubular myoid cells
TPM2	Peritubular myoid cells
TPM4	Peritubular myoid cells
MYL9	Peritubular myoid cells
WNT2B	Peritubular myoid cells
RCVRN	Photoreceptor cells
PDC	Photoreceptor cells
NRL	Photoreceptor cells
NR2E3	Photoreceptor cells
SAG	Photoreceptor cells
RHO	Photoreceptor cells
ROM1	Photoreceptor cells
CRX	Photoreceptor cells
PDE6G	Photoreceptor cells
TPBG	Photoreceptor cells
GABRA1	Photoreceptor cells
PCBP3	Photoreceptor cells
FRMD3	Photoreceptor cells
ADAMTS5	Photoreceptor cells
RD3L	Photoreceptor cells
GABRG2	Photoreceptor cells
CNTN4	Photoreceptor cells
RNF152	Photoreceptor cells
SYNE1	Photoreceptor cells
SEBOX	Photoreceptor cells
HSPA12A	Photoreceptor cells
CNTNAP2	Photoreceptor cells
NLK	Photoreceptor cells
NTNG1	Photoreceptor cells
GLS	Photoreceptor cells
STX3	Photoreceptor cells
GRM6	Photoreceptor cells
STRIP2	Photoreceptor cells
CHGA	Photoreceptor cells
RNPC3	Photoreceptor cells
VSTM2B	Photoreceptor cells
CACNA2D4	Photoreceptor cells
VSX2	Photoreceptor cells
TRNP1	Photoreceptor cells
NEUROD4	Photoreceptor cells
GNB3	Photoreceptor cells
OTX2	Photoreceptor cells
CACNA2D3	Photoreceptor cells
ZFP365	Photoreceptor cells
LIN7A	Photoreceptor cells
CCDC136	Photoreceptor cells
NDNF	Photoreceptor cells
GNG13	Photoreceptor cells
PROX1	Photoreceptor cells
GPR179	Photoreceptor cells
CABP5	Photoreceptor cells
KCNMA1	Photoreceptor cells
CAR8	Photoreceptor cells
LRTM1	Photoreceptor cells
PRKCA	Photoreceptor cells
QPCT	Photoreceptor cells
CPLX3	Photoreceptor cells
B3GALT2	Photoreceptor cells
ISL1	Photoreceptor cells
PCP2	Photoreceptor cells
ASMT	Pinealocytes
ADRB1	Pinealocytes
TPH1	Pinealocytes
SAG	Pinealocytes
GNGT1	Pinealocytes
GNGT2	Pinealocytes
ROM1	Pinealocytes
CRX	Pinealocytes
CNGB1	Pinealocytes
CNGA1	Pinealocytes
PDE6C	Pinealocytes
SLC6A6	Pinealocytes
ADRA1B	Pinealocytes
DRD4	Pinealocytes
CHRNA3	Pinealocytes
CHRNB4	Pinealocytes
NEUROD1	Pinealocytes
PDE6B	Pinealocytes
CACNA1F	Pinealocytes
GNG13	Pinealocytes
AANAT	Pinealocytes
CREM	Pinealocytes
PDE10A	Pinealocytes
PMEPA1	Pinealocytes
SDC1	Plasma cells
IRF4	Plasma cells
CD38	Plasma cells
PRDM1	Plasma cells
CD93	Plasma cells
CD27	Plasma cells
ENPP1	Plasma cells
KLF4	Plasma cells
MS4A4A	Plasma cells
PIAS1	Plasma cells
CYCS	Plasma cells
DIABLO	Plasma cells
HTRA2	Plasma cells
MS4A1	Plasma cells
CD9	Plasma cells
CD19	Plasma cells
CD37	Plasma cells
CD40	Plasma cells
CD74	Plasma cells
CXCR4	Plasma cells
GZMB	Plasma cells
TNFRSF17	Plasma cells
TNFRSF13B	Plasma cells
FCGR2B	Plasma cells
CCR10	Plasma cells
ABCB9	Plasma cells
AMPD1	Plasma cells
ANGPT4	Plasma cells
CD79A	Plasma cells
DENND5B	Plasma cells
EAF2	Plasma cells
GNG7	Plasma cells
GPR25	Plasma cells
HIST1H2AE	Plasma cells
HIST1H2BG	Plasma cells
IGHD	Plasma cells
IGHE	Plasma cells
IGHM	Plasma cells
IGKC	Plasma cells
KCNA3	Plasma cells
KCNG2	Plasma cells
LIME1	Plasma cells
MANEA	Plasma cells
MAST1	Plasma cells
MROH7	Plasma cells
MZB1	Plasma cells
P2RX5	Plasma cells
PAX7	Plasma cells
PDK1	Plasma cells
PNOC	Plasma cells
RASGRP3	Plasma cells
RGS13	Plasma cells
SIK1	Plasma cells
SPAG4	Plasma cells
ST6GALNAC4	Plasma cells
TGM5	Plasma cells
TMEM156	Plasma cells
ZBP1	Plasma cells
IGLC2	Plasma cells
IGHG1	Plasma cells
IGHG3	Plasma cells
IGLC3	Plasma cells
JCHAIN	Plasma cells
SSR4	Plasma cells
IL16	Plasma cells
BHLHA15	Plasma cells
PPIB	Plasma cells
CD4	Plasmacytoid dendritic cells
CD8A	Plasmacytoid dendritic cells
CD40	Plasmacytoid dendritic cells
CD80	Plasmacytoid dendritic cells
CD83	Plasmacytoid dendritic cells
CD86	Plasmacytoid dendritic cells
IL3RA	Plasmacytoid dendritic cells
CCR7	Plasmacytoid dendritic cells
CXCR3	Plasmacytoid dendritic cells
TRADD	Plasmacytoid dendritic cells
ARHGAP9	Plasmacytoid dendritic cells
LAMP5	Plasmacytoid dendritic cells
GPR183	Plasmacytoid dendritic cells
MAP3K2	Plasmacytoid dendritic cells
TNFSF13B	Plasmacytoid dendritic cells
PTCRA	Plasmacytoid dendritic cells
ERN1	Plasmacytoid dendritic cells
ETV6	Plasmacytoid dendritic cells
MAP3K8	Plasmacytoid dendritic cells
FAM129C	Plasmacytoid dendritic cells
SPIB	Plasmacytoid dendritic cells
GZMB	Plasmacytoid dendritic cells
CXCR4	Plasmacytoid dendritic cells
PACSIN1	Plasmacytoid dendritic cells
TLR7	Plasmacytoid dendritic cells
TLR9	Plasmacytoid dendritic cells
IRF7	Plasmacytoid dendritic cells
IRF8	Plasmacytoid dendritic cells
IGLL1	Plasmacytoid dendritic cells
CUX2	Plasmacytoid dendritic cells
ZFP521	Plasmacytoid dendritic cells
MCTP2	Plasmacytoid dendritic cells
KLK1	Plasmacytoid dendritic cells
CMAH	Plasmacytoid dendritic cells
BLNK	Plasmacytoid dendritic cells
GRM8	Plasmacytoid dendritic cells
PRKCA	Plasmacytoid dendritic cells
CDH1	Plasmacytoid dendritic cells
KLRA17	Plasmacytoid dendritic cells
IL17RB	Plasmacytoid dendritic cells
CARD6	Plasmacytoid dendritic cells
CLEC4G	Plasmacytoid dendritic cells
S100A8	Plasmacytoid dendritic cells
JCHAIN	Plasmacytoid dendritic cells
SERPINF1	Plasmacytoid dendritic cells
ITM2C	Plasmacytoid dendritic cells
TCF4	Plasmacytoid dendritic cells
BCL11A	Plasmacytoid dendritic cells
MZB1	Plasmacytoid dendritic cells
DERL3	Plasmacytoid dendritic cells
ZFAT	Plasmacytoid dendritic cells
NRP1	Plasmacytoid dendritic cells
SLC15A4	Plasmacytoid dendritic cells
CCR9	Plasmacytoid dendritic cells
IRF5	Plasmacytoid dendritic cells
BST2	Plasmacytoid dendritic cells
CCL5	Platelets
VEGFA	Platelets
PECAM1	Platelets
CD36	Platelets
ITGA2B	Platelets
GP1BA	Platelets
SPN	Platelets
CD46	Platelets
ITGA2	Platelets
ITGB3	Platelets
SELP	Platelets
CD69	Platelets
CD84	Platelets
CD109	Platelets
CCR3	Platelets
CD226	Platelets
TNFSF14	Platelets
LRRC32	Platelets
LTBR	Platelets
PF4	Platelets
GP5	Platelets
F13A1	Platelets
THBS1	Platelets
ABCC4	Platelets
BIN2	Platelets
FERMT3	Platelets
PTCRA	Platelets
TUBB1	Platelets
GP9	Platelets
NCOA4	Platelets
RGS18	Platelets
PPBP	Platelets
DAB2	Platelets
HFE	Platelets
CXCR4	Platelets
CLEC1B	Platelets
MPL	Platelets
F5	Platelets
TREML1	Platelets
P2RY12	Platelets
PRKAR2B	Platelets
STX11	Platelets
MFSD2B	Platelets
ALOX12	Platelets
PLEK	Platelets
SELPLG	Platelets
ADGRE5	Platelets
CD40	Platelets
CD9	Platelets
F11R	Platelets
TLR4	Platelets
CRLF2	Platelets
IL1A	Platelets
SCARB1	Platelets
ADAM10	Platelets
CCR1	Platelets
CCR4	Platelets
F2R	Platelets
NRGN	Platelets
OST4	Platelets
SPARC	Platelets
GP1BB	Platelets
GPX1	Platelets
PPDPF	Platelets
MYL9	Platelets
MAP3K7CL	Platelets
PTGS1	Platelets
GNG11	Platelets
GRAP2	Platelets
CTSA	Platelets
HIST1H3H	Platelets
WIPF1	Platelets
ARHGDIB	Platelets
CDKN2D	Platelets
PDLIM1	Platelets
PDZK1IP1	Platelets
AGPAT1	Platelets
SMOX	Platelets
SRGN	Platelets
HIST1H2BK	Platelets
SH3BGRL2	Platelets
ATP2A3	Platelets
ALDH2	Platelets
LYZ2	Platelets
ALOX5AP	Platelets
RAP1B	Platelets
FHL1	Platelets
VWF	Platelets
LAPTM5	Platelets
RASGRP2	Platelets
HIST1H2BC	Platelets
SLC2A3	Platelets
ARHGAP10	Platelets
TREML2	Platelets
MMRN1	Platelets
ILK	Platelets
NOD2	Platelets
SERPINE1	Platelets
MAPK14	Platelets
ABCA3	Platelets
CXCL14	Platelets
ESAM	Platelets
PREX1	Platelets
S100A9	Platelets
ATP8A1	Platelets
PRKCD	Platelets
PTGS2	Platelets
F7	Platelets
SLC26A4	Platelets
PALLD	Platelets
SLC17A9	Platelets
IL33	Platelets
SIRT3	Platelets
CYP2U1	Platelets
TLR1	Platelets
TLR6	Platelets
BGLAP	Platelets
LGALS8	Platelets
ITGB2	Platelets
CD40LG	Platelets
ANGPT1	Platelets
ACKR3	Platelets
PRMT8	Pluripotent stem cells
NCOA5	Pluripotent stem cells
TRIM32	Pluripotent stem cells
PRDM14	Pluripotent stem cells
FGF4	Pluripotent stem cells
NANOG	Pluripotent stem cells
POU5F1	Pluripotent stem cells
MSH2	Pluripotent stem cells
ZFP819	Pluripotent stem cells
GATA2	Pluripotent stem cells
ZFX	Pluripotent stem cells
TERF1	Pluripotent stem cells
TERT	Pluripotent stem cells
NAP1L1	Pluripotent stem cells
SOX2	Pluripotent stem cells
ALPL	Pluripotent stem cells
HK2	Pluripotent stem cells
SPN	Pluripotent stem cells
ESRP1	Pluripotent stem cells
PODXL	Podocytes
ADAMTS13	Podocytes
LCN2	Podocytes
VEGFA	Podocytes
SLC2A4	Podocytes
NLRP3	Podocytes
SYNPO	Podocytes
NPHS1	Podocytes
NPHS2	Podocytes
LAMA3	Podocytes
FOXC2	Podocytes
WT1	Podocytes
CD80	Podocytes
DES	Podocytes
PTPRO	Podocytes
LMX1B	Podocytes
MYOC	Podocytes
CDH13	Podocytes
SEMA3G	Podocytes
THSD7A	Podocytes
MAFB	Podocytes
ENPEP	Podocytes
CLIC5	Podocytes
RAB3B	Podocytes
DPP4	Podocytes
ANGPTL2	Podocytes
ITGB5	Podocytes
RHPN1	Podocytes
BCAM	Podocytes
MAGI2	Podocytes
COL4A3	Podocytes
EFNB1	Podocytes
NPR1	Podocytes
PLOD2	Podocytes
SRGAP1	Podocytes
LAMB2	Podocytes
NPR3	Podocytes
ITGA3	Podocytes
PLCE1	Podocytes
PROS1	Podocytes
MERTK	Podocytes
MYO1D	Podocytes
TCF21	Podocytes
TNS2	Podocytes
ADM	Podocytes
OPTN	Podocytes
PARD3B	Podocytes
SEMA3E	Podocytes
MYO1E	Podocytes
NEBL	Podocytes
SH2D4A	Podocytes
TDRD5	Podocytes
PTH1R	Podocytes
IQGAP2	Podocytes
CTGF	Podocytes
FAT1	Podocytes
ILDR2	Podocytes
FOXD1	Podocytes
TRIB2	Podocytes
LOXL2	Podocytes
COL4A5	Podocytes
FOXC1	Podocytes
PLEKHH2	Podocytes
CTNNAL1	Podocytes
DACH1	Podocytes
SULF1	Podocytes
HSPB8	Podocytes
KANK1	Podocytes
ADCY1	Podocytes
DOCK5	Podocytes
CRB2	Podocytes
LRRC49	Podocytes
CORO2B	Podocytes
ARHGAP24	Podocytes
GPRC5A	Podocytes
COL4A4	Podocytes
AIF1L	Podocytes
MET	Podocytes
EPB41L5	Podocytes
DOCK1	Podocytes
AJUBA	Podocytes
CD2AP	Podocytes
GOLIM4	Podocytes
ZBTB8A	Podocytes
QK	Podocytes
TOB1	Podocytes
WSB2	Podocytes
EMC2	Podocytes
EHD4	Podocytes
ZFP91	Podocytes
ETF1	Podocytes
EMC7	Podocytes
LUC7L2	Podocytes
MAPT	Podocytes
CDKN1C	Podocytes
AQP2	Principal cells
SCNN1A	Principal cells
AQP3	Principal cells
KCNJ1	Principal cells
AVPR2	Principal cells
SCNN1G	Principal cells
HSD11B2	Principal cells
FXYD4	Principal cells
APELA	Principal cells
NPNT	Principal cells
SCNN1B	Principal cells
KCNE1	Principal cells
CDH16	Principal cells
ADGRG1	Principal cells
TSPAN8	Principal cells
CDO1	Principal cells
TMEM45B	Principal cells
TACSTD2	Principal cells
PDZK1IP1	Principal cells
L1CAM	Principal cells
CLDN4	Principal cells
TBCK	Principal cells
TMEM229A	Principal cells
GSTT1	Principal cells
GPRC5B	Principal cells
TMEM178	Principal cells
PHACTR1	Principal cells
CELSR2	Principal cells
FZD7	Principal cells
SLC2A9	Principal cells
RNF186	Principal cells
TRPV5	Principal cells
STC1	Principal cells
PELI2	Principal cells
KLK1	Principal cells
ACER2	Principal cells
AQP4	Principal cells
FZD1	Principal cells
GATA3	Principal cells
LGALS3	Principal cells
PTGES	Principal cells
TSPAN1	Principal cells
NR3C2	Principal cells
HES1	Principal cells
AQP1	Proximal tubule cells
CLDN2	Proximal tubule cells
DPP4	Proximal tubule cells
ENPEP	Proximal tubule cells
SLC36A2	Proximal tubule cells
SLC5A1	Proximal tubule cells
SLC6A18	Proximal tubule cells
SLC6A19	Proximal tubule cells
SLC6A20B	Proximal tubule cells
SLC5A2	Proximal tubule cells
LRP2	Proximal tubule cells
PDZK1	Proximal tubule cells
MIOX	Proximal tubule cells
SLC34A1	Proximal tubule cells
TTC36	Proximal tubule cells
ASS1	Proximal tubule cells
PCK1	Proximal tubule cells
FUT9	Proximal tubule cells
KHK	Proximal tubule cells
SLC4A4	Proximal tubule cells
GLYAT	Proximal tubule cells
FBP1	Proximal tubule cells
SLC22A6	Proximal tubule cells
SLC22A12	Proximal tubule cells
SLC47A1	Proximal tubule cells
NOX4	Proximal tubule cells
SLC17A1	Proximal tubule cells
SLC13A3	Proximal tubule cells
CYP2E1	Proximal tubule cells
SLC22A8	Proximal tubule cells
FOLR1	Proximal tubule cells
SLC7A13	Proximal tubule cells
AK4	Proximal tubule cells
SLC5A8	Proximal tubule cells
SLC22A1	Proximal tubule cells
GHR	Proximal tubule cells
UPB1	Proximal tubule cells
SLC17A3	Proximal tubule cells
GCDH	Proximal tubule cells
GSTZ1	Proximal tubule cells
ASL	Proximal tubule cells
FAH	Proximal tubule cells
SLCO1A6	Proximal tubule cells
ECI3	Proximal tubule cells
TMEM106A	Proximal tubule cells
GSTA2	Proximal tubule cells
CRYL1	Proximal tubule cells
SLC5A12	Proximal tubule cells
KAP	Proximal tubule cells
AOAH	Proximal tubule cells
SLC13A1	Proximal tubule cells
ABCC2	Proximal tubule cells
PKHD1	Proximal tubule cells
SLC9A8	Proximal tubule cells
SLC22A19	Proximal tubule cells
SCIN	Proximal tubule cells
ALPL	Proximal tubule cells
G6PC	Proximal tubule cells
KEG1	Proximal tubule cells
SLC22A13	Proximal tubule cells
SLC22A7	Proximal tubule cells
SLC16A9	Proximal tubule cells
AGXT2	Proximal tubule cells
SORD	Proximal tubule cells
SOD3	Proximal tubule cells
HNF4A	Proximal tubule cells
NME4	Proximal tubule cells
APOE	Proximal tubule cells
HGD	Proximal tubule cells
OSGIN1	Proximal tubule cells
HSD11B1	Proximal tubule cells
SERPINF2	Proximal tubule cells
HAAO	Proximal tubule cells
PPIC	Proximal tubule cells
TFF3	Proximal tubule cells
GNG13	Proximal tubule cells
SLC23A3	Proximal tubule cells
GC	Proximal tubule cells
CACNG5	Proximal tubule cells
TGFBI	Proximal tubule cells
RBP4	Proximal tubule cells
NAPSA	Proximal tubule cells
MMP11	Pulmonary alveolar type I cells
ICAM1	Pulmonary alveolar type I cells
CTGF	Pulmonary alveolar type I cells
SEMA3B	Pulmonary alveolar type I cells
GRAMD2	Pulmonary alveolar type I cells
SCNN1B	Pulmonary alveolar type I cells
SEMA3E	Pulmonary alveolar type I cells
SCNN1G	Pulmonary alveolar type I cells
SCNN1A	Pulmonary alveolar type I cells
COL4A4	Pulmonary alveolar type I cells
CYP4B1	Pulmonary alveolar type I cells
RTKN2	Pulmonary alveolar type I cells
CLIC5	Pulmonary alveolar type I cells
CYP2B10	Pulmonary alveolar type I cells
AKAP5	Pulmonary alveolar type I cells
GPRC5A	Pulmonary alveolar type I cells
SEC14L3	Pulmonary alveolar type I cells
COL4A3	Pulmonary alveolar type I cells
CLDN18	Pulmonary alveolar type I cells
AGER	Pulmonary alveolar type I cells
HOPX	Pulmonary alveolar type I cells
AQP5	Pulmonary alveolar type I cells
EMP2	Pulmonary alveolar type I cells
VEGFA	Pulmonary alveolar type I cells
KRT7	Pulmonary alveolar type I cells
IGFBP6	Pulmonary alveolar type I cells
PXDC1	Pulmonary alveolar type I cells
AQP3	Pulmonary alveolar type I cells
CRLF1	Pulmonary alveolar type I cells
EGFL6	Pulmonary alveolar type I cells
FSTL3	Pulmonary alveolar type I cells
MEX3B	Pulmonary alveolar type I cells
RADIL	Pulmonary alveolar type I cells
SMARCA1	Pulmonary alveolar type I cells
P2RX7	Pulmonary alveolar type I cells
PDPN	Pulmonary alveolar type I cells
IRX1	Pulmonary alveolar type II cells
EGFL6	Pulmonary alveolar type II cells
CEBPA	Pulmonary alveolar type II cells
NKX2-1	Pulmonary alveolar type II cells
MUC1	Pulmonary alveolar type II cells
CLDN18	Pulmonary alveolar type II cells
AGER	Pulmonary alveolar type II cells
LAMP3	Pulmonary alveolar type II cells
SFTA2	Pulmonary alveolar type II cells
SFTPD	Pulmonary alveolar type II cells
SLC34A2	Pulmonary alveolar type II cells
CXCL15	Pulmonary alveolar type II cells
SFTPB	Pulmonary alveolar type II cells
SFTPA1	Pulmonary alveolar type II cells
SFTPC	Pulmonary alveolar type II cells
SDC1	Pulmonary alveolar type II cells
ADGRF5	Pulmonary alveolar type II cells
ABCD3	Pulmonary alveolar type II cells
SOAT1	Pulmonary alveolar type II cells
ETV5	Pulmonary alveolar type II cells
CD36	Pulmonary alveolar type II cells
LPCAT1	Pulmonary alveolar type II cells
NAPSA	Pulmonary alveolar type II cells
CBR2	Pulmonary alveolar type II cells
ABCA3	Pulmonary alveolar type II cells
SCD1	Pulmonary alveolar type II cells
S100G	Pulmonary alveolar type II cells
LYZ1	Pulmonary alveolar type II cells
PGC	Pulmonary alveolar type II cells
CXCR2	Pulmonary alveolar type II cells
CXCL2	Pulmonary alveolar type II cells
RUNX3	Pulmonary alveolar type II cells
CTNND1	Pulmonary alveolar type II cells
CD59A	Pulmonary alveolar type II cells
PPP1R14C	Pulmonary alveolar type II cells
DDX3Y	Pulmonary alveolar type II cells
PIGR	Pulmonary alveolar type II cells
H2-Q6	Pulmonary alveolar type II cells
LY6I	Pulmonary alveolar type II cells
WFDC17	Pulmonary alveolar type II cells
LRG1	Pulmonary alveolar type II cells
NRN1	Pulmonary alveolar type II cells
PPBP	Pulmonary alveolar type II cells
IL1B	Pulmonary alveolar type II cells
INMT	Pulmonary alveolar type II cells
CRLF1	Pulmonary alveolar type II cells
ANGPT1	Pulmonary vascular smooth muscle cells
PDGFRB	Pulmonary vascular smooth muscle cells
GJA5	Purkinje fiber cells
B3GAT1	Purkinje fiber cells
GJC1	Purkinje fiber cells
KCNK3	Purkinje fiber cells
NEFM	Purkinje fiber cells
CALB1	Purkinje neurons
ABAT	Purkinje neurons
GRIN1	Purkinje neurons
GAD1	Purkinje neurons
HDAC6	Purkinje neurons
PRKG1	Purkinje neurons
ATP2B2	Purkinje neurons
PDE5A	Purkinje neurons
ITPR3	Purkinje neurons
PDE1B	Purkinje neurons
PDE1A	Purkinje neurons
CAR8	Purkinje neurons
OMP	Purkinje neurons
PDE9A	Purkinje neurons
CBLN1	Purkinje neurons
MRPS35	Purkinje neurons
PVALB	Purkinje neurons
SHANK2	Purkinje neurons
CACNA2D2	Purkinje neurons
NKAIN4	Purkinje neurons
CNTNAP2	Purkinje neurons
TH	Purkinje neurons
CERK	Purkinje neurons
CD3G	Purkinje neurons
KCNA2	Purkinje neurons
SLC22A15	Purkinje neurons
CACNG2	Purkinje neurons
SYT2	Purkinje neurons
CPLX1	Purkinje neurons
PKP4	Purkinje neurons
KCNMA1	Purkinje neurons
ADGRB1	Purkinje neurons
HCN1	Purkinje neurons
SLC24A2	Purkinje neurons
GABRA1	Purkinje neurons
CLSTN3	Purkinje neurons
SLC24A3	Purkinje neurons
DLG4	Purkinje neurons
CNPY1	Purkinje neurons
SLC12A5	Purkinje neurons
SLC32A1	Purkinje neurons
GRIA3	Purkinje neurons
CAMK2A	Purkinje neurons
PENK	Purkinje neurons
HIVEP2	Purkinje neurons
NRIP3	Purkinje neurons
TSHZ1	Purkinje neurons
PCBP3	Purkinje neurons
GPSM1	Purkinje neurons
PPM1E	Purkinje neurons
DLGAP1	Purkinje neurons
GNG4	Purkinje neurons
SHISA8	Purkinje neurons
SYNPR	Purkinje neurons
PRKCA	Purkinje neurons
PCP4L1	Purkinje neurons
PCP4	Purkinje neurons
SLC1A6	Purkinje neurons
GRID2	Purkinje neurons
GAD2	Purkinje neurons
CD3E	Pyramidal cells
DLG4	Pyramidal cells
CAMK2A	Pyramidal cells
GRM1	Pyramidal cells
GRM5	Pyramidal cells
TBR1	Pyramidal cells
POU3F1	Pyramidal cells
EMX1	Pyramidal cells
FEZF2	Pyramidal cells
NRGN	Pyramidal cells
GRIA3	Pyramidal cells
SPINK8	Pyramidal cells
PCP4	Pyramidal cells
SYNPR	Pyramidal cells
NR4A2	Pyramidal cells
AGER	Pyramidal cells
GRIN2D	Pyramidal cells
YWHAZ	Pyramidal cells
KCNN4	Pyramidal cells
DAB1	Pyramidal cells
CCM2	Pyramidal cells
MAP2	Pyramidal cells
CALB1	Pyramidal cells
ADRB2	Pyramidal cells
RTN4	Pyramidal cells
PDE2A	Pyramidal cells
KCNB1	Pyramidal cells
KCNB2	Pyramidal cells
KCNQ2	Pyramidal cells
KCNQ3	Pyramidal cells
SATB2	Pyramidal cells
OXTR	Pyramidal cells
CCK	Pyramidal cells
KCND2	Pyramidal cells
KCND3	Pyramidal cells
PAX6	Radial glia cells
SLC1A3	Radial glia cells
PDGFD	Radial glia cells
GLI3	Radial glia cells
NOTCH3	Radial glia cells
VCAM1	Radial glia cells
HES5	Radial glia cells
OLIG2	Radial glia cells
GFAP	Radial glia cells
EMX2	Radial glia cells
CDH4	Radial glia cells
SPRY1	Radial glia cells
AXIN2	Radial glia cells
RIIAD1	Radial glia cells
HMOX1	Red pulp macrophages
TREML4	Red pulp macrophages
CD86	Red pulp macrophages
NR1H3	Red pulp macrophages
SLC11A1	Red pulp macrophages
ADGRE1	Red pulp macrophages
MERTK	Red pulp macrophages
CCR3	Red pulp macrophages
SPIC	Red pulp macrophages
SLC40A1	Red pulp macrophages
VCAM1	Red pulp macrophages
SIGLEC1	Red pulp macrophages
RUVBL1	Reticulocytes
TFRC	Reticulocytes
UCP3	Reticulocytes
FOLR1	Reticulocytes
UBE2O	Reticulocytes
CD36	Reticulocytes
ITGA4	Reticulocytes
SLC11A2	Reticulocytes
PRKCA	Retinal ganglion cells
NGF	Retinal ganglion cells
POU4F2	Retinal ganglion cells
NHLH2	Retinal ganglion cells
ATF6B	Retinal ganglion cells
SNX16	Retinal ganglion cells
IRX5	Retinal ganglion cells
YDJC	Retinal ganglion cells
DPP10	Retinal ganglion cells
SHD	Retinal ganglion cells
SMIM18	Retinal ganglion cells
GALNT14	Retinal ganglion cells
CHRNB3	Retinal ganglion cells
THEM4	Retinal ganglion cells
SCAPER	Retinal ganglion cells
GALNTL6	Retinal ganglion cells
CCDC184	Retinal ganglion cells
NKAIN3	Retinal ganglion cells
LHFPL5	Retinal ganglion cells
SRRM3	Retinal ganglion cells
GALNT9	Retinal ganglion cells
MTUS2	Retinal ganglion cells
IGLON5	Retinal ganglion cells
DCTN1	Retinal ganglion cells
GGT7	Retinal ganglion cells
BTBD10	Retinal ganglion cells
EFNA3	Retinal ganglion cells
SLC29A4	Retinal ganglion cells
STOML1	Retinal ganglion cells
FBXO44	Retinal ganglion cells
NELL1	Retinal ganglion cells
RTN2	Retinal ganglion cells
BBC3	Retinal ganglion cells
EVC2	Retinal ganglion cells
SYT16	Retinal ganglion cells
CPNE5	Retinal ganglion cells
TTLL1	Retinal ganglion cells
GPHN	Retinal ganglion cells
SIX6	Retinal ganglion cells
ABLIM3	Retinal ganglion cells
POU6F2	Retinal ganglion cells
GRIP1	Retinal ganglion cells
ZFP580	Retinal ganglion cells
TOX2	Retinal ganglion cells
NARF	Retinal ganglion cells
BARHL2	Retinal ganglion cells
DTX1	Retinal ganglion cells
MAB21L2	Retinal ganglion cells
KCTD8	Retinal ganglion cells
CPNE4	Retinal ganglion cells
KLHDC8A	Retinal ganglion cells
IRX6	Retinal ganglion cells
CHRNA6	Retinal ganglion cells
CACNB3	Retinal ganglion cells
CSDC2	Retinal ganglion cells
AKAP7	Retinal ganglion cells
HPCA	Retinal ganglion cells
ISL1	Retinal ganglion cells
SLC17A6	Retinal ganglion cells
FGF12	Retinal ganglion cells
DNER	Retinal ganglion cells
TMEM163	Retinal ganglion cells
RBPMS	Retinal ganglion cells
POU4F1	Retinal ganglion cells
RBPMS2	Retinal ganglion cells
CDK14	Retinal ganglion cells
FXYD7	Retinal ganglion cells
NEFM	Retinal ganglion cells
SNCG	Retinal ganglion cells
PAX6	Retinal progenitor cells
CALB2	Retinal progenitor cells
SIX6	Retinal progenitor cells
RHO	Retinal progenitor cells
SIX3	Retinal progenitor cells
NEFH	Retinal progenitor cells
LGR5	Retinal progenitor cells
SAG	Retinal progenitor cells
RAX	Retinal progenitor cells
NOTCH1	Retinal progenitor cells
HES1	Retinal progenitor cells
MSI1	Retinal progenitor cells
SOX9	Retinal progenitor cells
SMGC	Salivary mucous cells
SCGB2B27	Salivary mucous cells
SCGB1B27	Salivary mucous cells
SCGB2B26	Salivary mucous cells
MUCL2	Salivary mucous cells
KRT14	Salivary mucous cells
PROL1	Salivary mucous cells
PIP	Salivary mucous cells
MUCL1	Salivary mucous cells
CNN1	Salivary mucous cells
THBS1	Salivary mucous cells
CAR6	Salivary mucous cells
MYH11	Salivary mucous cells
KRT17	Salivary mucous cells
PAX7	Satellite cells
DMD	Satellite cells
CDH1	Satellite cells
ERBB2	Satellite cells
PAX3	Satellite cells
MYF5	Satellite cells
CDH15	Satellite cells
CXCR4	Satellite cells
FOXK1	Satellite cells
ITGA7	Satellite cells
TCF21	Satellite cells
ISL1	Satellite cells
MESP1	Satellite cells
MET	Satellite cells
CALCR	Satellite cells
